Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
974,John A Logan College,Carterville,IL,62918-2500,1,,,3766.0,6106.0,3049.0,3,,,,,,,,1.0,,,,,,,0.1235
975,The John Marshall Law School,Chicago,IL,60604,2,,,,,,3,,,,,,,,,,,,,,,
976,John Wood Community College,Quincy,IL,62305-8736,1,,,4800.0,8100.0,1519.0,3,,,,,,,,1.0,,,,,,,0.2433
977,Joliet Junior College,Joliet,IL,60431-8938,1,,,4320.0,12030.0,11632.0,3,,,,,,,,1.0,,,,,,,0.0551
978,Judson University,Elgin,IL,60123-1498,2,0.712,1084.0,29434.0,29434.0,1037.0,3,,,,,,,,2.0,,,,,,,
979,Kankakee Community College,Kankakee,IL,60901,1,,,4410.0,21420.0,2307.0,3,,,,,,,,1.0,,,,,,,0.1071
980,Kaskaskia College,Centralia,IL,62801,1,,,4470.0,12330.0,1847.0,3,,,,,,,,1.0,,,,,,,0.2089
981,Kendall College,Chicago,IL,60642,3,0.7086,,19828.0,19828.0,977.0,3,,,,,,,,2.0,,,,,,,
982,Kishwaukee College,Malta,IL,60150-9699,1,,,4710.0,13050.0,2518.0,3,,,,,,,,1.0,,,,,,,0.1232
983,Knox College,Galesburg,IL,61401-9999,2,0.7162,,44958.0,44958.0,1341.0,3,,,,,,,,2.0,,,,,,,
984,Educators of Beauty College of Cosmetology-Peru,PERU,IL,61354-1450,3,,,,,50.0,3,,,,,,,,1.0,,,,,,,0.0625
985,College of Lake County,Grayslake,IL,60030-1198,1,,,3864.0,11872.0,10415.0,3,,,,,,,,1.0,,,,,,,0.1141
986,Lake Forest College,Lake Forest,IL,60045-2399,2,0.5299,,45548.0,45548.0,1483.0,3,,,,,,,,2.0,,,,,,,
987,Lake Forest Graduate School of Management,Lake Forest,IL,60045,2,,,,,,3,,,,,,,,,,,,,,,
988,Lake Land College,Mattoon,IL,61938,1,,,3990.0,13616.0,3332.0,3,,,,,,,,1.0,,,,,,,0.2684
989,Lakeview College of Nursing,Danville,IL,61832,2,,,,,215.0,3,,,,,,,,,,,,,,,
990,Lewis and Clark Community College,Godfrey,IL,62035,1,,,3432.0,12072.0,3293.0,3,,,,,,,,1.0,,,,,,,0.2481
991,Lewis University,Romeoville,IL,60446-2200,2,0.5383,1161.0,31250.0,31250.0,4372.0,3,,,,,,,,2.0,,,,,,,
992,Lincoln Christian University,Lincoln,IL,62656-2111,2,0.6213,1036.0,13020.0,13020.0,440.0,3,,,,,,,,2.0,,,,,,,
993,Lincoln College,Lincoln,IL,62656,2,0.5722,886.0,18100.0,18100.0,1043.0,3,,,,,,,,2.0,,,,,,,
994,Lincoln Land Community College,Springfield,IL,62794-9256,1,,,3168.0,8976.0,4530.0,3,,,,,,,,1.0,,,,,,,0.1732
995,Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605,3,,,,,719.0,3,,,,,,,,1.0,,,,,,,0.379
996,Loyola University Chicago,Chicago,IL,60660,2,0.7059,1258.0,43078.0,43078.0,11193.0,3,,,,,,,,2.0,,,,,,,
997,Lutheran School of Theology at Chicago,Chicago,IL,60615-5134,2,,,,,,3,,,,,,,,,,,,,,,
998,Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317,2,,,27458.0,27458.0,213.0,3,,,,,,,,2.0,,,,,,,
999,Steven Papageorge Hair Academy,Chicago,IL,60657,3,,,,,47.0,3,,,,,,,,1.0,,,,,,,0.9
1000,MacCormac College,Chicago,IL,60602-4405,2,,,12660.0,12660.0,278.0,3,,,,,,,,1.0,,,,,,,0.0588
1001,MacMurray College,Jacksonville,IL,62650-2590,2,0.5971,1032.0,26100.0,26100.0,521.0,3,,,,,,,,2.0,,,,,,,
1002,McCormick Theological Seminary,Chicago,IL,60615,2,,,,,,3,,,,,,,,,,,,,,,
1003,McHenry County College,Crystal Lake,IL,60012-2761,1,,,3404.0,14003.0,4324.0,3,,,,,,,,1.0,,,,,,,0.1557
1004,McKendree University,Lebanon,IL,62254-1291,2,0.617,1100.0,29640.0,29640.0,2065.0,3,,,,,,,,2.0,,,,,,,
1005,Meadville Lombard Theological School,Chicago,IL,60605,2,,,,,,3,,,,,,,,,,,,,,,
1006,Methodist College,Peoria,IL,61615,2,0.3469,1005.0,20750.0,20750.0,675.0,3,,,,,,,,2.0,,,,,,,
1007,Midstate College,Peoria,IL,61614-3595,3,1.0,,16230.0,16230.0,274.0,3,,,,,,,,2.0,,,,,,,
1008,Millikin University,Decatur,IL,62522-2084,2,0.6459,1127.0,33066.0,33066.0,1883.0,3,,,,,,,,2.0,,,,,,,
1009,Monmouth College,Monmouth,IL,61462-1998,2,0.6705,1115.0,36400.0,36400.0,1010.0,3,,,,,,,,2.0,,,,,,,
1010,Moody Bible Institute,Chicago,IL,60610-3284,2,0.6589,,12960.0,12960.0,2671.0,3,,,,,,,,2.0,,,,,,,
1011,Moraine Valley Community College,Palos Hills,IL,60465-0937,1,,,4266.0,10956.0,11104.0,3,,,,,,,,1.0,,,,,,,0.0997
1012,Morrison Institute of Technology,Morrison,IL,61270-2959,2,,,16100.0,16100.0,102.0,3,,,,,,,,1.0,,,,,,,0.0513
1013,Morton College,Cicero,IL,60804-4398,1,,,4116.0,10260.0,3404.0,3,,,,,,,,1.0,,,,,,,0.0592
1014,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,62521,3,,,,,52.0,3,,,,,,,,1.0,,,,,,,0.0
1015,National Louis University,Chicago,IL,60603,2,0.8559,,10440.0,10440.0,1758.0,3,,,,,,,,2.0,,,,,,,
1016,National University of Health Sciences,Lombard,IL,60148-4583,2,,,,,61.0,3,,,,,,,,,,,,,,,
1017,Niles School of Cosmetology,Niles,IL,60714,3,,,,,55.0,3,,,,,,,,1.0,,,,,,,0.8333
1018,North Central College,Naperville,IL,60540,2,0.544,1200.0,37749.0,37749.0,2688.0,3,,,,,,,,2.0,,,,,,,
1019,North Park University,Chicago,IL,60625-4895,2,0.5373,1086.0,28620.0,28620.0,2018.0,3,,,,,,,,2.0,,,,,,,
1020,Northern Baptist Theological Seminary,Lisle,IL,60532-1348,2,,,,,,3,,,,,,,,,,,,,,,
1021,Northern Illinois University,Dekalb,IL,60115-2828,1,0.5332,1085.0,14350.0,23816.0,13430.0,3,,,,,,,,2.0,,,,,,,
1022,Northwestern College-Chicago Campus,Chicago,IL,60630,3,0.9615,,17475.0,17475.0,67.0,3,,,,,,,,2.0,,,,,,,0.0816
1023,Northwestern University,Evanston,IL,60208,2,0.0924,1500.0,52678.0,52678.0,8489.0,3,,,,,,,,2.0,,,,,,,
1024,Northeastern Illinois University,Chicago,IL,60625-4699,1,0.6939,910.0,10736.0,19792.0,7014.0,3,,,,,,,,2.0,,,,,,,
1025,Oakton Community College,Des Plaines,IL,60016-1268,1,,,3985.0,12462.0,8308.0,3,,,,,,,,1.0,,,,,,,0.0534
1026,Oehrlein School of Cosmetology,East Peoria,IL,61611,3,,,,,46.0,3,,,,,,,,1.0,,,,,,,0.675
1027,Olivet Nazarene University,Bourbonnais,IL,60914-2271,2,0.6617,1140.0,34940.0,34940.0,3356.0,3,,,,,,,,2.0,,,,,,,
1028,Parkland College,Champaign,IL,61821-1899,1,,,4920.0,15870.0,5647.0,3,,,,,,,,1.0,,,,,,,0.1462
1029,Prairie State College,Chicago Heights,IL,60411-8226,1,,,4104.0,10848.0,3573.0,3,,,,,,,,1.0,,,,,,,0.0288
1030,Principia College,Elsah,IL,62028-9799,2,0.9104,1162.0,28920.0,28920.0,447.0,3,,,,,,,,2.0,,,,,,,
1031,Professional's Choice Hair Design Academy,Joliet,IL,60435,3,,,,,50.0,3,,,,,,,,1.0,,,,,,,0.1515
1032,Quincy University,Quincy,IL,62301-2699,2,0.6732,1082.0,27770.0,27770.0,898.0,3,,,,,,,,2.0,,,,,,,
1033,Vatterott College-Quincy,Quincy,IL,62305,3,,,11007.0,11007.0,93.0,3,,,,,,,,1.0,,,,,,,0.4571
1034,The Illinois Institute of Art-Chicago,Chicago,IL,60654-1593,3,,,17482.0,17482.0,752.0,3,,,,,,,,1.0,,,,,,,
1035,Rend Lake College,Ina,IL,62846,1,,,3750.0,6450.0,1505.0,3,,,,,,,,1.0,,,,,,,0.4128
1036,Richland Community College,Decatur,IL,62521-8512,1,,,4350.0,14430.0,1851.0,3,,,,,,,,1.0,,,,,,,0.2617
1037,Robert Morris University Illinois,Chicago,IL,60605,2,0.6688,,26700.0,26700.0,1971.0,3,,,,,,,,2.0,,,,,,,
1038,Rock Valley College,Rockford,IL,61114-5699,1,,,3764.0,15314.0,5732.0,3,,,,,,,,1.0,,,,,,,0.0994
1039,Madison Media Institute-Rockford Career College,Rockford,IL,61108,3,,,13366.0,13366.0,465.0,3,,,,,,,,1.0,,,,,,,0.2353
1040,Rockford University,Rockford,IL,61108-2311,2,0.4656,1059.0,30050.0,30050.0,1018.0,3,,,,,,,,2.0,,,,,,,
1041,Roosevelt University,Chicago,IL,60605-1394,2,0.6951,1119.0,28963.0,28963.0,2485.0,3,,,,,,,,2.0,,,,,,,
1042,Dominican University,River Forest,IL,60305,2,0.6498,1124.0,32530.0,32530.0,2155.0,3,,,,,,,,2.0,,,,,,,
1043,Rush University,Chicago,IL,60612,2,,,,,107.0,3,,,,,,,,,,,,,,,
1044,Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,2,,,,,400.0,3,,,,,,,,,,,,,,,
1045,University of St Francis,Joliet,IL,60435-6188,2,0.5167,1126.0,31470.0,31470.0,1563.0,3,,,,,,,,2.0,,,,,,,
1046,St. John's College-Department of Nursing,Springfield,IL,62702,2,,,,,118.0,3,,,,,,,,,,,,,,,
1047,Saint Xavier University,Chicago,IL,60655,2,0.746,1066.0,33380.0,33380.0,2927.0,3,,,,,,,,2.0,,,,,,,
1048,University of Illinois at Springfield,Springfield,IL,62703-5407,1,0.5241,1159.0,11413.0,20938.0,2833.0,3,,,,,,,,2.0,,,,,,,
1049,Sauk Valley Community College,Dixon,IL,61021-9112,1,,,4190.0,11960.0,1315.0,3,,,,,,,,1.0,,,,,,,0.2572
1050,Shawnee Community College,Ullin,IL,62992,1,,,3840.0,6304.0,992.0,3,,,,,,,,1.0,,,,,,,0.1642
1051,Saint Augustine College,Chicago,IL,60640-3593,2,,,13200.0,13200.0,1232.0,3,,,,,,,,1.0,,,,,,,
1052,University of Saint Mary of the Lake,Mundelein,IL,60060-1174,2,,,,,,3,,,,,,,,,,,,,,,
1053,Southeastern Illinois College,Harrisburg,IL,62946,1,,,3780.0,6000.0,905.0,3,,,,,,,,1.0,,,,,,,0.2908
1054,National Latino Education Institute,Chicago,IL,60609-2205,2,,,,,37.0,3,,,,,,,,2.0,,,,,,,0.0408
1055,Spertus College,Chicago,IL,60605,2,,,,,,3,,,,,,,,,,,,,,,
1056,Spoon River College,Canton,IL,61520-8622,1,,,4800.0,11070.0,1059.0,3,,,,,,,,1.0,,,,,,,0.2483
1057,Saint Anthony College of Nursing,Rockford,IL,61114,2,,,25342.0,25342.0,199.0,3,,,,,,,,2.0,,,,,,,
1058,Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,61081-3611,3,,,,,44.0,3,,,,,,,,1.0,,,,,,,0.0698
1059,Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,1,0.7601,1143.0,13932.0,28107.0,10896.0,3,,,,,,,,2.0,,,,,,,
1060,Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,1,0.8951,1144.0,11493.0,24651.0,11339.0,3,,,,,,,,2.0,,,,,,,
1061,Taylor Business Institute,Chicago,IL,60601,3,0.7826,,11175.0,11175.0,127.0,3,,,,,,,,2.0,,,,,,,0.4286
1062,Telshe Yeshiva-Chicago,Chicago,IL,60625,2,0.76,,13500.0,13500.0,65.0,3,,,,,,,,2.0,,,,,,,
1063,South Suburban College,South Holland,IL,60473-1200,1,,,4883.0,12173.0,2945.0,3,,,,,,,,1.0,,,,,,,0.0557
1064,Tri-County Beauty Academy,LITCHFIELD,IL,62056,3,,,,,13.0,3,,,,,,,,1.0,,,,,,,0.875
1065,Trinity Christian College,Palos Heights,IL,60463-0929,2,0.829,1125.0,28675.0,28675.0,1028.0,3,,,,,,,,2.0,,,,,,,
1066,Trinity International University-Illinois,Deerfield,IL,60015-1283,2,0.75,1129.0,30750.0,30750.0,750.0,3,,,,,,,,2.0,,,,,,,
1067,Triton College,River Grove,IL,60171-1995,1,,,4020.0,12076.0,8073.0,3,,,,,,,,1.0,,,,,,,0.0448
1068,University of Spa & Cosmetology Arts,Springfield,IL,62704,3,,,,,142.0,3,,,,,,,,1.0,,,,,,,0.1136
1069,VanderCook College of Music,Chicago,IL,60616-3731,2,1.0,1215.0,28434.0,28434.0,90.0,3,,,,,,,,2.0,,,,,,,
1070,Waubonsee Community College,Sugar Grove,IL,60554-9454,1,,,3216.0,8115.0,7067.0,3,,,,,,,,1.0,,,,,,,0.122
1071,Resurrection University,Chicago,IL,60622,2,,,,,683.0,3,,,,,,,,,,,,,,,
1072,Western Illinois University,Macomb,IL,61455,1,0.5997,1045.0,12897.0,12897.0,7599.0,3,,,,,,,,2.0,,,,,,,
1073,Wheaton College,Wheaton,IL,60187-5593,2,0.85,1356.0,35190.0,35190.0,2356.0,3,,,,,,,,2.0,,,,,,,
1074,William Rainey Harper College,Palatine,IL,60067-7398,1,,,3498.0,11478.0,11027.0,3,,,,,,,,1.0,,,,,,,0.1102
1075,Ancilla College,Donaldson,IN,46513-0001,2,,,15830.0,15830.0,510.0,3,,,,,,,,1.0,,,,,,,0.2516
1076,Anderson University,Anderson,IN,46012-3495,2,0.6525,1045.0,29710.0,29710.0,1506.0,3,,,,,,,,2.0,,,,,,,
1077,Ball State University,Muncie,IN,47306,1,0.6208,1138.0,9774.0,25942.0,16277.0,3,,,,,,,,2.0,,,,,,,
1078,Bethel College-Indiana,Mishawaka,IN,46545-5591,2,0.8977,1077.0,28030.0,28030.0,1254.0,3,,,,,,,,2.0,,,,,,,
1079,Butler University,Indianapolis,IN,46208,2,0.6513,1279.0,39860.0,39860.0,4197.0,3,,,,,,,,2.0,,,,,,,
1080,Calumet College of Saint Joseph,Whiting,IN,46394,2,,,17920.0,17920.0,585.0,3,,,,,,,,1.0,,,,,,,
1081,Christian Theological Seminary,Indianapolis,IN,46208-3301,2,,,,,,3,,,,,,,,,,,,,,,
1082,College of Court Reporting Inc,Valparaiso,IN,46385,3,,,9050.0,14450.0,229.0,3,,,,,,,,1.0,,,,,,,0.1343
1083,Concordia Theological Seminary,Fort Wayne,IN,46825-4996,2,,,,,,3,,,,,,,,,,,,,,,
1084,Tricoci University of Beauty Culture-Highland,Highland,IN,46322,3,,,,,237.0,3,,,,,,,,1.0,,,,,,,0.0
1085,DePauw University,Greencastle,IN,46135-1772,2,0.6725,1248.0,47838.0,47838.0,2137.0,3,,,,,,,,2.0,,,,,,,
1086,Don Roberts School of Hair Design,Schererville,IN,46375,3,,,,,50.0,3,,,,,,,,1.0,,,,,,,0.9048
1087,Don Roberts Beauty School,Valparaiso,IN,46385,3,,,,,45.0,3,,,,,,,,1.0,,,,,,,0.0952
1088,Earlham College,Richmond,IN,47374-4095,2,0.5184,1303.0,45750.0,45750.0,1027.0,3,,,,,,,,2.0,,,,,,,
1089,University of Evansville,Evansville,IN,47722,2,0.6996,1187.0,35394.0,35394.0,2049.0,3,,,,,,,,2.0,,,,,,,
1090,Franklin College,Franklin,IN,46131-2623,2,0.7787,1105.0,30920.0,30920.0,978.0,3,,,,,,,,2.0,,,,,,,
1091,Goshen College,Goshen,IN,46526-4794,2,0.6388,1121.0,33200.0,33200.0,855.0,3,,,,,,,,2.0,,,,,,,
1092,Grace College and Theological Seminary,Winona Lake,IN,46590-1274,2,0.8209,1130.0,23170.0,23170.0,1447.0,3,,,,,,,,2.0,,,,,,,
1093,Hanover College,Hanover,IN,47243,2,0.8379,1184.0,36520.0,36520.0,1082.0,3,,,,,,,,2.0,,,,,,,
1094,J Michael Harrold Beauty Academy,Terre Haute,IN,47807,3,,,,,55.0,3,,,,,,,,1.0,,,,,,,0.0
1095,Holy Cross College,Notre Dame,IN,46556-0308,2,0.7405,1214.0,29734.0,29734.0,554.0,3,,,,,,,,2.0,,,,,,,
1096,PJ's College of Cosmetology-Clarksville,Clarksville,IN,47129,3,,,,,103.0,3,,,,,,,,1.0,,,,,,,0.0
1097,Huntington University,Huntington,IN,46750,2,0.8053,1080.0,25540.0,25540.0,949.0,3,,,,,,,,2.0,,,,,,,
1098,Ivy Tech Community College,Indianapolis,IN,46208-5752,1,,,4255.0,8211.0,61700.0,3,,,,,,,,1.0,,,,,,,0.074
1099,Purdue University Fort Wayne,Fort Wayne,IN,46805-1499,1,0.9441,1074.0,8330.0,20005.0,7708.0,3,,,,,,,,2.0,,,,,,,
1100,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,46202-5143,1,0.7965,1104.0,9334.0,29806.0,20870.0,3,,,,,,,,2.0,,,,,,,
1101,Harrison College-Indianapolis,Indianapolis,IN,46204-2611,3,1.0,,16275.0,16275.0,2033.0,3,,,,,,,,2.0,,,,,,,
1102,University of Indianapolis,Indianapolis,IN,46227-3697,2,0.8218,1093.0,28390.0,28390.0,4384.0,3,,,,,,,,2.0,,,,,,,
1103,Indiana Institute of Technology,Fort Wayne,IN,46803-1228,2,0.7613,1034.0,26370.0,26370.0,6899.0,3,,,,,,,,2.0,,,,,,,
1104,University of Southern Indiana,Evansville,IN,47712,1,0.936,1084.0,7970.0,18626.0,7554.0,3,,,,,,,,2.0,,,,,,,
1105,Indiana State University,Terre Haute,IN,47809,1,0.8451,1013.0,8916.0,19452.0,10817.0,3,,,,,,,,2.0,,,,,,,
1106,Indiana University-Kokomo,Kokomo,IN,46902-9003,1,0.7028,1030.0,7207.0,19038.0,2746.0,3,,,,,,,,2.0,,,,,,,
1107,Indiana University-South Bend,South Bend,IN,46615-7111,1,0.7771,1035.0,7207.0,19038.0,4790.0,3,,,,,,,,2.0,,,,,,,
1108,Indiana University-Bloomington,Bloomington,IN,47405-7000,1,0.7601,1285.0,10533.0,34845.0,33104.0,3,,,,,,,,2.0,,,,,,,
1109,Indiana University-Northwest,Gary,IN,46408-1197,1,0.7444,998.0,7207.0,19038.0,3549.0,3,,,,,,,,2.0,,,,,,,
1110,Indiana University-Southeast,New Albany,IN,47150,1,0.8275,1021.0,7207.0,19038.0,4722.0,3,,,,,,,,2.0,,,,,,,
1111,Indiana University-East,Richmond,IN,47374-1289,1,0.6966,1035.0,7207.0,19038.0,2969.0,3,,,,,,,,2.0,,,,,,,
1112,International Business College-Fort Wayne,Fort Wayne,IN,46804-7145,3,0.7957,,13960.0,13960.0,244.0,3,,,,,,,,2.0,,,,,,,
1113,International Business College-Indianapolis,Indianapolis,IN,46256-3954,3,0.9609,,13960.0,13960.0,319.0,3,,,,,,,,2.0,,,,,,,0.7944
1114,Knox Beauty College,Knox,IN,46534,3,,,,,41.0,3,,,,,,,,1.0,,,,,,,0.8
1115,Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,47901,3,,,,,122.0,3,,,,,,,,1.0,,,,,,,0.0
1116,Empire Beauty School-Indianapolis,Indianapolis,IN,46237-3249,3,,,,,236.0,3,,,,,,,,1.0,,,,,,,0.0
1117,Lincoln College of Technology-Indianapolis,Indianapolis,IN,46268,3,,,,,792.0,3,,,,,,,,1.0,,,,,,,0.4236
1118,Manchester University,North Manchester,IN,46962,2,0.6058,,31660.0,31660.0,1257.0,3,,,,,,,,2.0,,,,,,,
1119,Marian University,Indianapolis,IN,46222-1997,2,0.5872,1102.0,33000.0,33000.0,2173.0,3,,,,,,,,2.0,,,,,,,
1120,Indiana Wesleyan University-Marion,Marion,IN,46953-4974,2,0.7202,1138.0,25980.0,25980.0,2685.0,3,,,,,,,,2.0,,,,,,,
1121,Martin University,Indianapolis,IN,46218-0567,2,,,13200.0,13200.0,262.0,3,,,,,,,,1.0,,,,,,,
1122,Anabaptist Mennonite Biblical Seminary,Elkhart,IN,46517-1999,2,,,,,,3,,,,,,,,,,,,,,,
1123,Mid-America College of Funeral Service,Jeffersonville,IN,47130,2,,,11900.0,11900.0,101.0,3,,,,,,,,1.0,,,,,,,
1124,West Michigan College of Barbering and Beauty,Kalamazoo,MI,49008,3,,,,,26.0,3,,,,,,,,1.0,,,,,,,0.7895
1125,University of Notre Dame,Notre Dame,IN,46556,2,0.1892,1486.0,51505.0,51505.0,8527.0,3,,,,,,,,2.0,,,,,,,
1126,Oakland City University,Oakland City,IN,47660-1099,2,0.7133,1058.0,23700.0,23700.0,484.0,3,,,,,,,,2.0,,,,,,,
1127,PJ's College of Cosmetology-Richmond,Richmond,IN,47374,3,,,,,34.0,3,,,,,,,,1.0,,,,,,,0.0
1128,Ravenscroft Beauty College,Fort Wayne,IN,46835,3,,,,,159.0,3,,,,,,,,1.0,,,,,,,0.0541
1129,Rogers Academy of Hair Design,Evansville,IN,47712,3,,,,,81.0,3,,,,,,,,1.0,,,,,,,0.3
1130,Rose-Hulman Institute of Technology,Terre Haute,IN,47803-3920,2,0.6094,1369.0,48012.0,48012.0,2146.0,3,,,,,,,,2.0,,,,,,,
1131,Rudae's School of Beauty Culture-Kokomo,Kokomo,IN,46901-4516,3,,,,,13.0,3,,,,,,,,1.0,,,,,,,0.0
1132,University of Saint Francis-Fort Wayne,Fort Wayne,IN,46808-3994,2,0.9872,1062.0,29430.0,29430.0,1840.0,3,,,,,,,,2.0,,,,,,,
1133,Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,47876-1099,2,0.7576,999.0,29510.0,29510.0,631.0,3,,,,,,,,2.0,,,,,,,
1134,Saint Mary's College,Notre Dame,IN,46556,2,0.7825,1201.0,40800.0,40800.0,1489.0,3,,,,,,,,2.0,,,,,,,
1135,Brightwood College-Hammond,Hammond,IN,46324,3,,,,,298.0,3,,,,,,,,1.0,,,,,,,0.3462
1136,Saint Meinrad School of Theology,St. Meinrad,IN,47577,2,,,,,,3,,,,,,,,,,,,,,,
1137,Saint Elizabeth School of Nursing,Lafayette,IN,47904-9988,2,1.0,,20230.0,20230.0,111.0,3,,,,,,,,2.0,,,,,,,0.15
1138,Taylor University,Upland,IN,46989-1001,2,0.8679,1204.0,32885.0,32885.0,1858.0,3,,,,,,,,2.0,,,,,,,
1139,Trine University,Angola,IN,46703-1764,2,0.701,1128.0,31540.0,31540.0,1939.0,3,,,,,,,,2.0,,,,,,,
1140,Valparaiso University,Valparaiso,IN,46383,2,0.8428,1216.0,38760.0,38760.0,3186.0,3,,,,,,,,2.0,,,,,,,
1141,Vincennes Beauty College,Vincennes,IN,47591,3,,,,,29.0,3,,,,,,,,1.0,,,,,,,0.2174
1142,Vincennes University,Vincennes,IN,47591,1,,,5737.0,13567.0,6797.0,3,,,,,,,,1.0,,,,,,,
1143,Wabash College,Crawfordsville,IN,47933-0352,2,0.6296,1199.0,42250.0,42250.0,862.0,3,,,,,,,,2.0,,,,,,,
1144,Allen College,Waterloo,IA,50703-1999,2,,,18226.0,18226.0,329.0,4,,,,,,,,2.0,,,,,,,
1145,Briar Cliff University,Sioux City,IA,51104,2,,,29786.0,29786.0,928.0,4,,,,,,,,1.0,,,,,,,
1146,Buena Vista University,Storm Lake,IA,50588,2,0.6385,1083.0,32854.0,32854.0,1692.0,4,,,,,,,,2.0,,,,,,,
1147,Capri College-Dubuque,Dubuque,IA,52004-0873,3,,,,,167.0,4,,,,,,,,1.0,,,,,,,0.0682
1148,Capri College-Cedar Rapids,Cedar Rapids,IA,52404,3,,,,,145.0,4,,,,,,,,1.0,,,,,,,0.1
1149,Central College,Pella,IA,50219,2,0.7009,1161.0,35930.0,35930.0,1198.0,4,,,,,,,,2.0,,,,,,,
1150,Clarke University,Dubuque,IA,52001-3198,2,0.6319,1118.0,31950.0,31950.0,757.0,4,,,,,,,,2.0,,,,,,,
1151,Coe College,Cedar Rapids,IA,52402-5092,2,0.5624,1213.0,42430.0,42430.0,1350.0,4,,,,,,,,2.0,,,,,,,
1152,Cornell College,Mount Vernon,IA,52314-1098,2,0.6503,1245.0,40880.0,40880.0,1004.0,4,,,,,,,,2.0,,,,,,,
1153,Iowa School of Beauty-Marshalltown,Marshalltown,IA,50158,3,,,,,6.0,4,,,,,,,,1.0,,,,,,,0.3333
1154,Des Moines Area Community College,Ankeny,IA,50023-3993,1,,,4530.0,9060.0,12521.0,4,,,,,,,,1.0,,,,,,,0.2031
1155,Divine Word College,Epworth,IA,52045,2,1.0,,12850.0,12850.0,65.0,4,,,,,,,,2.0,,,,,,,
1156,Dordt College,Sioux Center,IA,51250-1697,2,0.7207,1210.0,30000.0,30000.0,1353.0,4,,,,,,,,2.0,,,,,,,
1157,Drake University,Des Moines,IA,50311-4505,2,0.688,1285.0,39062.0,39062.0,3038.0,4,,,,,,,,2.0,,,,,,,
1158,University of Dubuque,Dubuque,IA,52001,2,0.7416,992.0,29710.0,29710.0,1955.0,4,,,,,,,,2.0,,,,,,,
1159,Ellsworth Community College,Iowa Falls,IA,50126,1,,,4656.0,5592.0,691.0,4,,,,,,,,1.0,,,,,,,0.2573
1160,Emmaus Bible College,Dubuque,IA,52001-3096,2,0.5751,1133.0,17520.0,17520.0,254.0,4,,,,,,,,2.0,,,,,,,
1161,Eastern Iowa Community College District,Davenport,IA,52801-1221,1,,,4960.0,7104.0,3185.0,4,,,,,,,,1.0,,,,,,,0.2713
1162,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,2,0.6,1118.0,16766.0,16766.0,256.0,4,,,,,,,,2.0,,,,,,,
1163,Faust Institute of Cosmetology-Storm Lake,Storm Lake,IA,50588,3,,,,,25.0,4,,,,,,,,1.0,,,,,,,0.7778
1164,Graceland University-Lamoni,Lamoni,IA,50140,2,0.5614,1029.0,28110.0,28110.0,1208.0,4,,,,,,,,2.0,,,,,,,
1165,Grand View University,Des Moines,IA,50316,2,0.9268,1043.0,26516.0,26516.0,1753.0,4,,,,,,,,2.0,,,,,,,
1166,Grinnell College,Grinnell,IA,50112-1690,2,0.2887,1449.0,50714.0,50714.0,1660.0,4,,,,,,,,2.0,,,,,,,
1167,Purdue University Global-Mason City,Mason City,IA,50401,3,,,15352.0,15352.0,133.0,4,,,,,,,,1.0,,,,,,,
1168,Purdue University Global-Cedar Rapids,Cedar Rapids,IA,52404,3,,,15352.0,15352.0,417.0,4,,,,,,,,1.0,,,,,,,
1169,Hamilton Technical College,Davenport,IA,52807,3,,,14250.0,14250.0,134.0,4,,,,,,,,1.0,,,,,,,
1170,Hawkeye Community College,Waterloo,IA,50701,1,,,5042.0,5752.0,3499.0,4,,,,,,,,1.0,,,,,,,0.1925
1171,American Hair Academy,Mt. Pleasant,IA,52641,3,,,,,24.0,4,,,,,,,,1.0,,,,,,,0.625
1172,Indian Hills Community College,Ottumwa,IA,52501,1,,,4080.0,5760.0,2143.0,4,,,,,,,,1.0,,,,,,,0.2862
1173,Iowa Central Community College,Fort Dodge,IA,50501,1,,,5340.0,7665.0,3523.0,4,,,,,,,,1.0,,,,,,,0.2519
